Model Year,Make,Model,Vehicle Class,Engine Size,Cylinders,Transmission,Fuel Type,City (L/100 km),Hwy (L/100 km),Comb (L/100 km),CO2 Emissions
2021,Acura,ILX,Compact,2.4,4,AM8,Z,9.9,7,8.6,199
2021,Acura,NSX,Two-seater,3.5,6,AM9,Z,11.1,10.8,11,256
2021,Acura,RDX SH-AWD,SUV: Small,2,4,AS10,Z,11,8.6,9.9,232
2021,Acura,RDX SH-AWD A-SPEC,SUV: Small,2,4,AS10,Z,11.3,9.1,10.3,242
2021,Acura,TLX SH-AWD,Compact,2,4,AS10,Z,11.2,8,9.8,230
2021,Acura,TLX SH-AWD A-SPEC,Compact,2,4,AS10,Z,11.3,8.1,9.8,231
2021,Alfa Romeo,Giulia,Mid-size,2,4,A8,Z,10,7.2,8.7,205
2021,Alfa Romeo,Giulia AWD,Mid-size,2,4,A8,Z,10.5,7.7,9.2,217
2021,Alfa Romeo,Giulia Quadrifoglio,Mid-size,2.9,6,A8,Z,13.5,9.3,11.6,271
2021,Alfa Romeo,Stelvio,SUV: Small,2,4,A8,Z,10.3,8.1,9.3,218
2021,Alfa Romeo,Stelvio AWD,SUV: Small,2,4,A8,Z,10.8,8.3,9.6,226
2021,Alfa Romeo,Stelvio AWD Quadrifoglio,SUV: Small,2.9,6,A8,Z,13.9,10.3,12.3,288
2021,Aston Martin,DB11 V8,Minicompact,4,8,A8,Z,13,9.8,11.5,271
2021,Aston Martin,DB11 AMR,Minicompact,5.2,12,A8,Z,15.5,10.6,13.3,312
2021,Aston Martin,DBS Superleggera,Minicompact,5.2,12,A8,Z,16.4,10.7,13.8,324
2021,Aston Martin,DBX V8,SUV: Standard,4,8,A9,Z,17.1,12.8,15.2,357
2021,Aston Martin,Vantage V8,Two-seater,4,8,A8,Z,13.1,9.6,11.5,270
2021,Aston Martin,Vantage V8,Two-seater,4,8,M7,Z,16.7,11.2,14.2,333
2021,Audi,A4 allroad 45 TFSI quattro,Station wagon: Small,2,4,AM7,Z,9.8,7.9,8.9,208
2021,Audi,A4 Sedan 40 TFSI quattro,Compact,2,4,AM7,Z,9.3,7,8.3,194
2021,Audi,A4 Sedan 45 TFSI quattro,Compact,2,4,AM7,Z,9.8,7.6,8.8,205
2021,Audi,A5 Cabriolet 45 TFSI quattro,Subcompact,2,4,AM7,Z,10.4,7.5,9.1,212
2021,Audi,A5 Coupe 45 TFSI quattro,Subcompact,2,4,AM7,Z,9.8,7.6,8.8,205
2021,Audi,A5 Sportback 45 TFSI quattro,Mid-size,2,4,AM7,Z,9.8,7.6,8.8,205
2021,Audi,A6 allroad 55 TFSI quattro,Station wagon: Mid-size,3,6,AM7,Z,11.8,9.1,10.6,247
2021,Audi,A6 Sedan 45 TFSI quattro,Mid-size,2,4,AM7,Z,10.3,7.8,9.2,214
2021,Audi,A6 Sedan 55 TFSI quattro,Mid-size,3,6,AM7,Z,10.9,8.2,9.7,227
2021,Audi,A7 Sportback 55 TFSI quattro,Mid-size,3,6,AM7,Z,10.9,8.2,9.7,227
2021,Audi,A8 L Sedan 55 TFSI quattro,Full-size,3,6,AS8,Z,13.5,8.9,11.5,267
2021,Audi,A8 L Sedan 60 TFSI quattro,Full-size,4,8,AS8,Z,15.4,10.4,13.2,308
2021,Audi,Q3 40 TFSI quattro,SUV: Small,2,4,AS8,X,10.6,7.7,9.3,218
2021,Audi,Q3 45 TFSI quattro,SUV: Small,2,4,AS8,X,11.7,8.4,10.2,239
2021,Audi,Q5 45 TFSI quattro,SUV: Small,2,4,AM7,Z,10.1,8.3,9.3,217
2021,Audi,Q5 Sportback 45 TFSI quattro,SUV: Small,2,4,AM7,Z,10.1,8.3,9.3,217
2021,Audi,Q7 45 TFSI quattro,SUV: Standard,2,4,AS8,Z,12.4,10.1,11.3,264
2021,Audi,Q7 55 TFSI quattro,SUV: Standard,3,6,AS8,Z,13.4,10.4,12,281
2021,Audi,Q8 55 TFSI quattro,SUV: Standard,3,6,AS8,Z,13.4,10.4,12,281
2021,Audi,R8 Coupe,Two-seater,5.2,10,AM7,Z,17.2,10.2,14.1,329
2021,Audi,R8 Coupe quattro,Two-seater,5.2,10,AM7,Z,17.6,12,15.1,353
2021,Audi,R8 Spyder,Two-seater,5.2,10,AM7,Z,17.2,10.2,14.1,329
2021,Audi,R8 Spyder quattro,Two-seater,5.2,10,AM7,Z,17.6,12,15.1,353
2021,Audi,RS 5 Coupe quattro,Subcompact,2.9,6,AS8,Z,13.1,9.5,11.5,269
2021,Audi,RS 5 Sportback quattro,Mid-size,2.9,6,AS8,Z,13.1,9.3,11.4,266
2021,Audi,RS 6 Avant quattro,Station wagon: Mid-size,4,8,AS8,Z,16.1,10.7,13.7,319
2021,Audi,RS 7 Sportback quattro,Mid-size,4,8,AS8,Z,16,10.5,13.5,315
2021,Audi,RS Q8 quattro,SUV: Standard,4,8,AS8,Z,18,12.3,15.4,360
2021,Audi,S4 Sedan quattro,Compact,3,6,AS8,Z,11.5,8.5,10.1,237
2021,Audi,S5 Cabriolet quattro,Subcompact,3,6,AS8,Z,11.7,8.9,10.5,244
2021,Audi,S5 Coupe quattro,Subcompact,3,6,AS8,Z,11.5,8.5,10.1,237
2021,Audi,S5 Sportback quattro,Mid-size,3,6,AS8,Z,11.5,8.5,10.1,237
2021,Audi,S6 Sedan quattro,Mid-size,2.9,6,AS8,Z,12.9,8.5,10.9,255
2021,Audi,S7 Sportback quattro,Mid-size,2.9,6,AS8,Z,12.9,8.5,10.9,255
2021,Audi,S8 Sedan quattro,Full-size,4,8,AS8,Z,17.6,10.7,14.5,339
2021,Audi,SQ5 quattro,SUV: Small,3,6,AS8,Z,13.1,9.9,11.6,274
2021,Audi,SQ5 Sportback quattro,SUV: Small,3,6,AS8,Z,13.1,9.9,11.6,274
2021,Audi,SQ7 quattro,SUV: Standard,4,8,AS8,Z,16,11.4,13.9,324
2021,Audi,SQ8 quattro,SUV: Standard,4,8,AS8,Z,16,11.4,13.9,324
2021,Audi,TT Coupe 45 TFSI quattro,Subcompact,2,4,AM7,X,10.4,7.8,9.2,216
2021,Audi,TT Roadster 45 TFSI quattro,Two-seater,2,4,AM7,X,10.4,7.8,9.2,216
2021,Audi,TT RS Coupe quattro,Subcompact,2.5,5,AM7,Z,11.6,8,10,232
2021,Audi,TTS Coupe quattro,Subcompact,2,4,AM7,Z,10.4,8.2,9.4,220
2021,Bentley,Bentayga,SUV: Standard,4,8,AS8,Z,15.8,9.9,13.2,309
2021,Bentley,Bentayga,SUV: Standard,6,12,AS8,Z,19,13,16.3,383
2021,Bentley,Continental GT,Subcompact,4,8,AM8,Z,15,9,12.3,290
2021,Bentley,Continental GT,Subcompact,6,12,AM8,Z,19,11.6,15.7,364
2021,Bentley,Continental GT Convertible,Minicompact,4,8,AM8,Z,15,9,12.3,290
2021,Bentley,Continental GT Convertible,Minicompact,6,12,AM8,Z,19.2,12.2,16,373
2021,Bentley,Flying Spur,Mid-size,4,8,AM8,Z,15.5,11.6,13.7,323
2021,Bentley,Flying Spur,Mid-size,6,12,AM8,Z,19.2,12.2,16,373
2021,BMW,228i xDrive Gran Coupe,Compact,2,4,AS8,Z,10.2,7.2,8.8,206
2021,BMW,230i xDrive Cabriolet,Subcompact,2,4,AS8,Z,11.2,7.7,9.6,225
2021,BMW,230i xDrive Coupe,Subcompact,2,4,AS8,Z,11.2,7.7,9.6,225
2021,BMW,330i xDrive Sedan,Compact,2,4,AS8,Z,9.5,6.9,8.3,195
2021,BMW,430i xDrive Coupe,Subcompact,2,4,AS8,Z,10,7.1,8.7,202
2021,BMW,530i xDrive Sedan,Mid-size,2,4,AS8,Z,10.1,7.5,8.9,206
2021,BMW,540i xDrive Sedan,Full-size,3,6,AS8,Z,10.3,7.6,9.1,211
2021,BMW,750i xDrive Sedan,Full-size,4.4,8,AS8,Z,14,9.7,12,281
2021,BMW,750Li xDrive Sedan,Full-size,4.4,8,AS8,Z,14,9.7,12,281
2021,BMW,Alpina B7 xDrive,Full-size,4.4,8,AS8,Z,14,9.7,12,281
2021,BMW,Alpina XB7,SUV: Standard,4.4,8,AS8,Z,15.7,11.5,13.8,321
2021,BMW,M2 Competition,Subcompact,3,6,AM7,Z,14.3,10.4,12.6,293
2021,BMW,M2 Competition,Subcompact,3,6,M6,Z,13.4,9.6,11.7,273
2021,BMW,M235i xDrive Gran Coupe,Compact,2,4,AS8,Z,10.4,7.7,9.2,213
2021,BMW,M240i xDrive Cabriolet,Subcompact,3,6,AS8,Z,11.3,7.9,9.8,228
2021,BMW,M240i xDrive Coupe,Subcompact,3,6,AS8,Z,11.3,7.9,9.8,228
2021,BMW,M340i xDrive Sedan,Compact,3,6,AS8,Z,10.5,7.7,9.2,214
2021,BMW,M440i xDrive Coupe,Subcompact,3,6,AS8,Z,10.5,7.7,9.2,214
2021,BMW,M5 Sedan,Mid-size,4.4,8,AS8,Z,16,11,13.8,323
2021,BMW,M5 Competition,Mid-size,4.4,8,AS8,Z,16,11,13.8,323
2021,BMW,M550i xDrive Sedan,Mid-size,4.4,8,AS8,Z,13.5,9.5,11.7,272
2021,BMW,M760i xDrive Sedan,Full-size,6.6,12,AS8,Z,17.8,11.9,15.1,354
2021,BMW,M8 Cabriolet,Subcompact,4.4,8,AS8,Z,16,11,13.8,323
2021,BMW,M8 Cabriolet Competition,Subcompact,4.4,8,AS8,Z,16,11,13.8,323
2021,BMW,M8 Coupe,Subcompact,4.4,8,AS8,Z,16,11,13.8,323
2021,BMW,M8 Coupe Competition,Subcompact,4.4,8,AS8,Z,16,11,13.8,323
2021,BMW,M8 Gran Coupe,Mid-size,4.4,8,AS8,Z,16,11,13.8,323
2021,BMW,M8 Gran Coupe Competition,Mid-size,4.4,8,AS8,Z,16,11,13.8,323
2021,BMW,M850i xDrive Cabriolet,Subcompact,4.4,8,AS8,Z,14,9.7,12,281
2021,BMW,M850i xDrive Coupe,Subcompact,4.4,8,AS8,Z,13.5,9.5,11.7,272
2021,BMW,M850i xDrive Gran Coupe,Mid-size,4.4,8,AS8,Z,14,9.7,12,281
2021,BMW,X1 xDrive28i,SUV: Small,2,4,AS8,Z,10.3,7.7,9.1,213
2021,BMW,X2 xDrive28i,SUV: Small,2,4,AS8,Z,9.8,7.5,8.8,205
2021,BMW,X2 M35i,SUV: Small,2,4,AS8,Z,10,7.7,8.9,209
2021,BMW,X3 xDrive30i,SUV: Small,2,4,AS8,Z,10.2,8.2,9.3,217
2021,BMW,X3 M,SUV: Small,3,6,AS8,Z,16.6,12.1,14.6,339
2021,BMW,X3 M Competition,SUV: Small,3,6,AS8,Z,16.6,12.1,14.6,339
2021,BMW,X3 M40i,SUV: Small,3,6,AS8,Z,11.3,8.7,10.1,235
2021,BMW,X4 xDrive30i,SUV: Small,2,4,AS8,Z,10.2,8.2,9.3,217
2021,BMW,X4 M,SUV: Small,3,6,AS8,Z,16.6,12.1,14.6,339
2021,BMW,X4 M Competition,SUV: Small,3,6,AS8,Z,16.6,12.1,14.6,339
2021,BMW,X4 M40i,SUV: Small,3,6,AS8,Z,11.3,8.7,10.1,235
2021,BMW,X5 xDrive40i,SUV: Standard,3,6,AS8,Z,11.4,9.2,10.4,242
2021,BMW,X5 M,SUV: Standard,4.4,8,AS8,Z,17.9,13,15.7,364
2021,BMW,X5 M Competition,SUV: Standard,4.4,8,AS8,Z,17.9,13,15.7,364
2021,BMW,X5 M50i,SUV: Standard,4.4,8,AS8,Z,14.4,10.6,12.7,302
2021,BMW,X6 xDrive40i,SUV: Standard,3,6,AS8,Z,11.4,9.2,10.4,242
2021,BMW,X6 M,SUV: Standard,4.4,8,AS8,Z,17.9,13,15.7,364
2021,BMW,X6 M Competition,SUV: Standard,4.4,8,AS8,Z,17.9,13,15.7,364
2021,BMW,X6 M50i,SUV: Standard,4.4,8,AS8,Z,14.4,10.6,12.7,302
2021,BMW,X7 xDrive40i,SUV: Standard,3,6,AS8,Z,12.1,9.8,11.1,256
2021,BMW,X7 M50i,SUV: Standard,4.4,8,AS8,Z,15.7,11.5,13.8,321
2021,BMW,Z4 sDrive30i,Two-seater,2,4,AS8,Z,9.4,7.3,8.4,197
2021,BMW,Z4 M40i,Two-seater,3,6,AS8,Z,10.7,8,9.5,221
2021,Bugatti,Chiron,Two-seater,8,16,AM7,Z,26.8,16.6,22.2,522
2021,Bugatti,Chiron Pur Sport,Two-seater,8,16,AM7,Z,30.3,20.9,26.1,608
2021,Buick,Enclave,SUV: Standard,3.6,6,A9,X,13,9.1,11.2,264
2021,Buick,Enclave AWD,SUV: Standard,3.6,6,A9,X,13.6,9.6,11.8,277
2021,Buick,Encore,SUV: Small,1.4,4,AS6,X,9.4,7.8,8.7,204
2021,Buick,Encore (SIDI),SUV: Small,1.4,4,AS6,X,9.7,7.3,8.6,203
2021,Buick,Encore AWD,SUV: Small,1.4,4,AS6,X,10,8,9.1,214
2021,Buick,Encore AWD (SIDI),SUV: Small,1.4,4,AS6,X,10.2,7.7,9.1,214
2021,Buick,Encore GX,SUV: Small,1.2,3,AV,X,8.4,7.5,8,188
2021,Buick,Envision,SUV: Small,2,4,AS9,X,10,7.6,8.9,209
2021,Buick,Envision AWD,SUV: Small,2,4,AS9,X,10.5,8.2,9.5,222
2021,Cadillac,CT4,Compact,2,4,AS8,Z,10.1,6.8,8.7,203
2021,Cadillac,CT4,Compact,2.7,4,AS10,Z,11,7.6,9.5,221
2021,Cadillac,CT4 AWD,Compact,2,4,AS8,Z,10.4,7.4,9.1,213
2021,Cadillac,CT4 AWD,Compact,2.7,4,AS10,Z,11.4,8.2,9.9,232
2021,Cadillac,CT4-V,Compact,2.7,4,AS10,Z,11.5,8.2,10,234
2021,Cadillac,CT4-V AWD,Compact,2.7,4,AS10,Z,11.7,8.4,10.2,239
2021,Cadillac,CT5,Mid-size,2,4,AS10,Z,10.4,7.3,9,209
2021,Cadillac,CT5,Mid-size,3,6,AS10,Z,12.3,8.5,10.6,249
2021,Cadillac,CT5 AWD,Mid-size,2,4,AS10,Z,11,7.7,9.5,242
2021,Cadillac,CT5 AWD,Mid-size,3,6,AS10,Z,12.7,9.1,11.1,260
2021,Cadillac,CT5-V,Mid-size,3,6,AS10,Z,12.7,8.7,10.9,256
2021,Cadillac,CT5-V AWD,Mid-size,3,6,AS10,Z,12.7,9.1,11.1,260
2021,Cadillac,Escalade 4WD,SUV: Standard,3,6,A10,D,12,8.9,10.6,277
2021,Cadillac,Escalade 4WD,SUV: Standard,6.2,8,A10,Z,16.8,12.4,14.8,347
2021,Cadillac,Escalade 4WD (Without Stop-Start),SUV: Standard,6.2,8,A10,Z,17.5,12.6,15.3,357
2021,Cadillac,XT4,SUV: Small,2,4,AS9,Z,9.9,7.8,8.9,209
2021,Cadillac,XT4 AWD,SUV: Small,2,4,AS9,Z,10.9,8.2,9.7,227
2021,Cadillac,XT5,SUV: Small,2,4,AS9,Z,10.7,8,9.5,222
2021,Cadillac,XT5 AWD,SUV: Small,2,4,AS9,Z,11.2,8.7,10.1,237
2021,Cadillac,XT5 AWD,SUV: Small,3.6,6,AS9,X,12.9,9.2,11.2,263
2021,Cadillac,XT6 AWD,SUV: Small,2,4,AS9,Z,11.2,9,10.2,239
2021,Cadillac,XT6 AWD,SUV: Small,3.6,6,AS9,X,13.1,9.5,11.5,269
2021,Chevrolet,Blazer,SUV: Small,2,4,A9,X,10.6,8,9.4,221
2021,Chevrolet,Blazer,SUV: Small,2.5,4,A9,X,11.3,8.9,10.2,238
2021,Chevrolet,Blazer,SUV: Small,3.6,6,A9,X,12,8.7,10.5,247
2021,Chevrolet,Blazer AWD,SUV: Small,2,4,A9,X,10.6,8.7,9.7,227
2021,Chevrolet,Blazer AWD,SUV: Small,3.6,6,A9,X,12.5,9,10.9,256
2021,Chevrolet,Camaro,Subcompact,2,4,AS8,Z,10.9,7.8,9.5,222
2021,Chevrolet,Camaro,Subcompact,2,4,M6,Z,12.6,8,10.5,247
2021,Chevrolet,Camaro,Subcompact,3.6,6,AS10,X,12.8,8.1,10.7,251
2021,Chevrolet,Camaro,Subcompact,3.6,6,M6,X,14.4,9,12,281
2021,Chevrolet,Camaro SS,Subcompact,6.2,8,AS10,Z,14.6,8.9,12,281
2021,Chevrolet,Camaro SS,Subcompact,6.2,8,M6,Z,14.9,9.9,12.6,296
2021,Chevrolet,Camaro ZL1,Subcompact,6.2,8,AS10,Z,18.3,11.2,15.1,355
2021,Chevrolet,Camaro ZL1,Subcompact,6.2,8,M6,Z,17.2,12,14.8,349
2021,Chevrolet,Colorado,Pickup truck: Small,2.5,4,A6,X,12.2,9.4,10.9,257
2021,Chevrolet,Colorado,Pickup truck: Small,2.8,4,A6,D,11.8,7.9,10.1,294
2021,Chevrolet,Colorado,Pickup truck: Small,3.6,6,A8,X,12.9,9.3,11.3,263
2021,Chevrolet,Colorado 4WD,Pickup truck: Small,2.5,4,A6,X,12.7,9.9,11.4,268
2021,Chevrolet,Colorado 4WD,Pickup truck: Small,2.8,4,A6,D,12.2,8.4,10.5,294
2021,Chevrolet,Colorado 4WD,Pickup truck: Small,3.6,6,A8,X,14,9.9,12.1,284
2021,Chevrolet,Colorado ZR2 4WD,Pickup truck: Small,2.8,4,A6,D,13.3,10.6,12.1,326
2021,Chevrolet,Colorado ZR2 4WD,Pickup truck: Small,3.6,6,A8,X,15,13,14.1,329
2021,Chevrolet,Corvette,Two-seater,6.2,8,AS8,Z,15.4,8.7,12.4,290
2021,Chevrolet,Equinox,SUV: Small,1.5,4,A6,X,8.9,7.7,8.4,198
2021,Chevrolet,Equinox AWD,SUV: Small,1.5,4,A6,X,9.4,8,8.8,207
2021,Chevrolet,Malibu,Mid-size,1.5,4,AV,X,8.2,6.6,7.5,175
2021,Chevrolet,Malibu,Mid-size,2,4,A9,Z,10.7,7.1,9.1,213
2021,Chevrolet,Silverado,Pickup truck: Standard,2.7,4,A8,X,11.9,10.3,11.2,263
2021,Chevrolet,Silverado Custom/WT,Pickup truck: Standard,2.7,4,A8,X,11.9,10.3,11.2,263
2021,Chevrolet,Silverado,Pickup truck: Standard,3,6,A10,D,10.2,7.2,8.8,238
2021,Chevrolet,Silverado,Pickup truck: Standard,4.3,6,A6,X,15.1,11.5,13.5,318
2021,Chevrolet,Silverado,Pickup truck: Standard,5.3,8,A6,X,15.8,11.4,13.8,325
2021,Chevrolet,Silverado (Without AFM),Pickup truck: Standard,5.3,8,A6,X,16.7,11.4,14.3,336
2021,Chevrolet,Silverado FFV,Pickup truck: Standard,5.3,8,A6,X,16.2,12.3,14.5,340
2021,Chevrolet,Silverado FFV,Pickup truck: Standard,5.3,8,A6,E,21.5,16,19,315
2021,Chevrolet,Silverado,Pickup truck: Standard,5.3,8,A8,X,13.9,10.1,12.2,286
2021,Chevrolet,Silverado (Without DFM),Pickup truck: Standard,5.3,8,A8,X,15.9,10.8,13.6,319
2021,Chevrolet,Silverado 4WD,Pickup truck: Standard,2.7,4,A8,X,12.5,10.8,11.7,275
2021,Chevrolet,Silverado 4WD Custom/WT,Pickup truck: Standard,2.7,4,A8,X,12.5,10.8,11.7,275
2021,Chevrolet,Silverado 4WD,Pickup truck: Standard,3,6,A10,D,10.6,9.2,10,268
2021,Chevrolet,Silverado 4WD,Pickup truck: Standard,4.3,6,A6,X,15.8,11.9,14,329
2021,Chevrolet,Silverado 4WD Trail Boss,Pickup truck: Standard,4.3,6,A6,X,16.3,13,14.8,347
2021,Chevrolet,Silverado 4WD,Pickup truck: Standard,5.3,8,A6,X,16,11.8,14.1,331
2021,Chevrolet,Silverado 4WD (Without AFM),Pickup truck: Standard,5.3,8,A6,X,17.3,11.8,14.8,348
2021,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5.3,8,A6,X,16.5,12.8,14.8,347
2021,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5.3,8,A6,E,22,16.4,19.5,326
2021,Chevrolet,Silverado 4WD Trail Boss,Pickup truck: Standard,5.3,8,A6,X,16.5,13.1,15,350
2021,Chevrolet,Silverado 4WD Trail Boss (Without AFM),Pickup truck: Standard,5.3,8,A6,X,17.8,13.2,15.7,368
2021,Chevrolet,Silverado 4WD,Pickup truck: Standard,5.3,8,A8,X,14.4,10.6,12.7,299
2021,Chevrolet,Silverado 4WD (Without DFM),Pickup truck: Standard,5.3,8,A8,X,16.8,11.4,14.4,339
2021,Chevrolet,Silverado 4WD,Pickup truck: Standard,5.3,8,A10,X,14.3,10.7,12.7,298
2021,Chevrolet,Silverado 4WD (Without Stop-Start),Pickup truck: Standard,5.3,8,A10,X,15.3,11,13.3,313
2021,Chevrolet,Silverado 4WD Trail Boss,Pickup truck: Standard,5.3,8,A10,X,14.7,11.2,13.1,307
2021,Chevrolet,Silverado 4WD Trail Boss (Without Stop-Start),Pickup truck: Standard,5.3,8,A10,X,15.6,11.4,13.7,321
2021,Chevrolet,Silverado 4WD,Pickup truck: Standard,6.2,8,A10,Z,14.7,11,13.1,306
2021,Chevrolet,Silverado 4WD (Without Stop-Start),Pickup truck: Standard,6.2,8,A10,Z,15.6,11.6,13.8,324
2021,Chevrolet,Silverado 4WD Trail Boss,Pickup truck: Standard,6.2,8,A10,Z,15.7,12.4,14.2,332
2021,Chevrolet,Silverado 4WD Trail Boss (Without Stop-Start),Pickup truck: Standard,6.2,8,A10,Z,16.8,12.7,15,352
2021,Chevrolet,Spark,Subcompact,1.4,4,AV,X,7.7,6.2,7,165
2021,Chevrolet,Spark,Subcompact,1.4,4,M5,X,8,6.2,7.2,170
2021,Chevrolet,Suburban,SUV: Standard,3,6,A10,D,11.3,8.6,10.1,272
2021,Chevrolet,Suburban,SUV: Standard,5.3,8,A10,X,14.3,11.8,13.2,309
2021,Chevrolet,Suburban (Without Stop-Start),SUV: Standard,5.3,8,A10,X,15.3,12,13.8,325
2021,Chevrolet,Suburban 4WD,SUV: Standard,3,6,A10,D,12,8.9,10.6,277
2021,Chevrolet,Suburban 4WD,SUV: Standard,5.3,8,A10,X,15.3,12.4,14,328
2021,Chevrolet,Suburban 4WD (Without Stop-Start),SUV: Standard,5.3,8,A10,X,16,12.6,14.5,341
2021,Chevrolet,Suburban 4WD,SUV: Standard,6.2,8,A10,Z,16.8,12.4,14.8,347
2021,Chevrolet,Suburban 4WD (Without Stop-Start),SUV: Standard,6.2,8,A10,Z,17.5,12.6,15.3,357
2021,Chevrolet,Tahoe,SUV: Standard,3,6,A10,D,11,8.4,9.8,263
2021,Chevrolet,Tahoe,SUV: Standard,5.3,8,A10,X,14.3,11.8,13.2,309
2021,Chevrolet,Tahoe (Without Stop-Start),SUV: Standard,5.3,8,A10,X,15.3,12,13.8,325
2021,Chevrolet,Tahoe 4WD,SUV: Standard,3,6,A10,D,12,8.9,10.6,277
2021,Chevrolet,Tahoe 4WD,SUV: Standard,5.3,8,A10,X,14.8,11.8,13.5,317
2021,Chevrolet,Tahoe 4WD (Without Stop-Start),SUV: Standard,5.3,8,A10,X,15.5,12,13.9,327
2021,Chevrolet,Tahoe 4WD,SUV: Standard,6.2,8,A10,Z,16.8,12.4,14.8,347
2021,Chevrolet,Tahoe 4WD (Without Stop-Start),SUV: Standard,6.2,8,A10,Z,17.5,12.6,15.3,357
2021,Chevrolet,Trailblazer,SUV: Small,1.2,3,AV,X,8.4,7.5,8,188
2021,Chevrolet,Trailblazer,SUV: Small,1.3,3,AV,X,8,7.2,7.6,179
2021,Chevrolet,Trailblazer AWD,SUV: Small,1.3,3,A9,X,8.9,7.8,8.4,196
2021,Chevrolet,Traverse,SUV: Standard,3.6,6,A9,X,13,8.8,11.1,261
2021,Chevrolet,Traverse AWD,SUV: Standard,3.6,6,A9,X,13.6,9.6,11.8,277
2021,Chevrolet,Trax,SUV: Small,1.4,4,AS6,X,9.1,7.6,8.4,196
2021,Chevrolet,Trax (SIDI),SUV: Small,1.4,4,AS6,X,9.7,7.3,8.6,203
2021,Chevrolet,Trax 4WD,SUV: Small,1.4,4,AS6,X,10,8,9.1,214
2021,Chevrolet,Trax 4WD (SIDI),SUV: Small,1.4,4,AS6,X,10.2,7.7,9.1,214
2021,Chrysler,300,Full-size,3.6,6,A8,X,12.4,7.8,10.3,242
2021,Chrysler,300,Full-size,5.7,8,A8,X,14.7,9.4,12.3,289
2021,Chrysler,300 AWD,Full-size,3.6,6,A8,X,12.8,8.7,11,258
2021,Chrysler,Grand Caravan,Minivan,3.6,6,A9,X,12.4,8.4,10.6,249
2021,Chrysler,Pacifica,Minivan,3.6,6,A9,X,12.4,8.4,10.6,249
2021,Chrysler,Pacifica AWD,Minivan,3.6,6,A9,X,14.1,9.4,12,279
2021,Dodge,Challenger,Mid-size,3.6,6,A8,X,12.4,7.8,10.3,242
2021,Dodge,Challenger (MDS),Mid-size,5.7,8,A8,X,14.7,9.4,12.3,289
2021,Dodge,Challenger,Mid-size,5.7,8,M6,Z,15.6,10.1,13.1,307
2021,Dodge,Challenger (MDS),Mid-size,6.4,8,A8,Z,15.9,9.6,13.1,306
2021,Dodge,Challenger,Mid-size,6.4,8,M6,Z,16.7,10.4,13.9,325
2021,Dodge,Challenger AWD,Mid-size,3.6,6,A8,X,12.8,8.7,11,258
2021,Dodge,Challenger Widebody (MDS),Mid-size,6.4,8,A8,Z,15.9,9.6,13.1,306
2021,Dodge,Challenger Widebody,Mid-size,6.4,8,M6,Z,16.7,10.4,13.9,325
2021,Dodge,Challenger SRT Hellcat,Mid-size,6.2,8,A8,Z,17.6,10.7,14.5,339
2021,Dodge,Challenger SRT Hellcat,Mid-size,6.2,8,M6,Z,18.1,11.4,15.1,352
2021,Dodge,Challenger SRT Hellcat Widebody,Mid-size,6.2,8,A8,Z,18.6,11.3,15.3,359
2021,Dodge,Challenger SRT Hellcat Widebody,Mid-size,6.2,8,M6,Z,18.1,11.4,15.1,352
2021,Dodge,Charger,Full-size,3.6,6,A8,X,12.4,7.8,10.3,242
2021,Dodge,Charger (MDS),Full-size,5.7,8,A8,X,14.7,9.4,12.3,289
2021,Dodge,Charger (MDS),Full-size,6.4,8,A8,Z,15.9,9.6,13.1,306
2021,Dodge,Charger AWD,Full-size,3.6,6,A8,X,12.8,8.7,11,258
2021,Dodge,Charger Widebody (MDS),Full-size,6.4,8,A8,Z,15.9,9.6,13.1,306
2021,Dodge,Charger SRT Hellcat Widebody,Full-size,6.2,8,A8,Z,19,11.5,15.6,368
2021,Dodge,Durango AWD,SUV: Standard,3.6,6,A8,X,12.7,9.6,11.3,265
2021,Dodge,Durango AWD,SUV: Standard,5.7,8,A8,X,16.7,10.9,14.1,331
2021,Dodge,Durango AWD SRT,SUV: Standard,6.4,8,A8,Z,18.3,12.2,15.6,363
2021,Dodge,Durango AWD SRT Hellcat,SUV: Standard,6.2,8,A8,Z,20.5,13.8,17.4,410
2021,FIAT,500X AWD,SUV: Small,1.3,4,A9,X,10,7.9,9.1,221
2021,Ford,Bronco 4WD,SUV: Small,2.3,4,AS10,X,11.7,10.7,11.2,264
2021,Ford,Bronco 4WD,SUV: Small,2.3,4,M7,X,11.6,10.9,11.3,265
2021,Ford,Bronco 4WD,SUV: Small,2.7,6,AS10,X,12.8,11.6,12.2,287
2021,Ford,Bronco Badlands 4WD,SUV: Small,2.3,4,AS10,X,13.5,13.7,13.6,318
2021,Ford,Bronco Badlands 4WD,SUV: Small,2.3,4,M7,X,14.7,13.3,14.1,330
2021,Ford,Bronco Badlands 4WD,SUV: Small,2.7,6,AS10,X,13.7,13.1,13.4,315
2021,Ford,Bronco Black Diamond 4WD,SUV: Small,2.3,4,AS10,X,13.1,13.1,13.1,308
2021,Ford,Bronco Black Diamond 4WD,SUV: Small,2.3,4,M7,X,13.8,12.4,13.2,310
2021,Ford,Bronco Sasquatch 4WD,SUV: Small,2.3,4,AS10,X,13.1,13.1,13.1,308
